Date,subjectivity,polarity,sentiment,djia_close1,djia_volume,qqq_close,axjo_close,clf_close,djia_close2
2014-07-16,subjective,negative,negative,down,down,down,up,up,up
2014-07-17,subjective,positive,negative,up,up,up,up,down,down
2014-07-18,subjective,negative,negative,down,down,down,up,up,up
2014-07-21,subjective,positive,negative,up,up,up,up,down,down
2014-07-22,subjective,negative,negative,down,down,up,up,down,down
2014-07-23,subjective,negative,negative,down,down,down,up,down,down
2014-07-24,subjective,positive,negative,down,up,down,down,up,up
2014-07-25,subjective,positive,negative,up,down,up,down,down,down
2014-07-28,subjective,negative,negative,down,up,down,up,down,down
2014-07-29,subjective,positive,negative,down,up,up,up,down,down
2014-07-30,subjective,positive,negative,down,up,down,up,down,down
2014-07-31,subjective,negative,negative,down,down,down,down,down,up
2014-08-01,subjective,positive,negative,up,down,up,down,up,down
2014-08-04,subjective,positive,negative,down,up,down,down,down,up
2014-08-05,subjective,positive,negative,up,up,down,down,down,down
2014-08-06,subjective,positive,negative,down,up,down,down,up,up
2014-08-07,subjective,positive,negative,up,up,up,down,up,up
2014-08-08,subjective,positive,negative,up,down,up,up,up,down
2014-08-11,subjective,negative,negative,down,down,down,up,down,up
2014-08-12,subjective,positive,negative,up,up,up,down,up,up
2014-08-13,subjective,positive,negative,up,down,up,up,down,down
2014-08-14,subjective,negative,negative,down,up,up,up,up,up
2014-08-15,subjective,positive,negative,up,down,up,up,down,up
2014-08-18,subjective,positive,negative,up,down,up,up,down,up
2014-08-19,subjective,positive,negative,up,down,up,up,up,up
2014-08-20,subjective,negative,negative,up,up,up,up,down,down
2014-08-21,subjective,positive,negative,down,down,up,up,down,up
2014-08-22,subjective,negative,negative,up,down,up,down,down,up
2014-08-25,subjective,positive,negative,up,down,up,up,up,up
2014-08-26,subjective,positive,negative,up,up,up,up,up,down
2014-08-27,subjective,positive,negative,down,down,down,down,up,up
2014-08-28,subjective,negative,negative,up,up,up,up,up,down
2014-08-29,subjective,negative,negative,down,down,up,up,down,up
2014-09-02,subjective,positive,negative,up,down,down,down,up,down
2014-09-03,subjective,positive,negative,down,up,down,down,down,up
2014-09-04,subjective,positive,negative,up,up,up,down,down,down
2014-09-05,subjective,positive,negative,down,down,up,down,down,down
2014-09-08,subjective,negative,negative,down,up,down,up,up,up
2014-09-09,subjective,positive,negative,up,up,up,down,down,down
2014-09-10,subjective,positive,negative,down,down,down,down,up,down
2014-09-11,subjective,positive,negative,down,up,down,down,down,up
2014-09-12,subjective,positive,negative,up,down,down,down,up,up
2014-09-15,subjective,positive,negative,up,up,up,down,up,up
2014-09-16,subjective,positive,negative,up,up,up,down,down,up
2014-09-17,subjective,positive,negative,up,down,up,up,down,up
2014-09-18,subjective,positive,negative,up,up,down,up,down,down
2014-09-19,subjective,positive,negative,down,down,down,down,down,down
2014-09-22,subjective,positive,negative,down,up,down,up,up,up
2014-09-23,subjective,positive,negative,up,up,up,down,up,down
2014-09-24,subjective,positive,negative,down,up,down,up,down,up
2014-09-25,subjective,positive,negative,up,down,up,down,up,down
2014-09-26,subjective,positive,negative,down,down,down,down,up,down
2014-09-29,subjective,negative,negative,down,up,up,up,down,down
2014-09-30,subjective,positive,negative,down,up,down,up,down,down
2014-10-01,subjective,positive,negative,down,down,up,down,up,up
2014-10-02,subjective,negative,negative,up,up,up,up,down,down
2014-10-03,subjective,positive,negative,down,up,down,down,up,down
2014-10-06,subjective,positive,negative,down,down,down,down,down,up
2014-10-07,subjective,positive,negative,up,up,up,down,down,down
2014-10-08,subjective,positive,negative,down,down,down,up,down,down
2014-10-09,subjective,positive,negative,down,up,down,down,up,down
2014-10-10,subjective,negative,negative,down,down,down,down,down,down
2014-10-13,subjective,positive,negative,down,up,up,up,down,down
2014-10-14,subjective,positive,negative,down,up,down,up,down,down
2014-10-15,subjective,negative,negative,down,down,down,up,up,up
2014-10-16,subjective,positive,positive,up,up,up,up,up,up
2014-10-17,subjective,positive,negative,up,down,up,up,down,up
2014-10-20,subjective,positive,negative,up,up,up,up,up,down
2014-10-21,subjective,positive,negative,down,down,down,up,down,up
2014-10-22,subjective,positive,positive,up,up,up,down,up,up
2014-10-23,subjective,positive,negative,up,down,up,up,down,up
2014-10-24,subjective,negative,negative,up,down,up,up,down,up
2014-10-27,subjective,negative,negative,up,up,up,down,up,down
2014-10-28,subjective,positive,negative,down,down,down,down,up,up
2014-10-29,subjective,positive,positive,up,up,up,up,down,up
2014-10-30,subjective,negative,negative,up,up,up,up,down,down
2014-10-31,subjective,positive,negative,down,down,up,down,down,up
2014-11-03,subjective,positive,negative,up,up,down,up,down,up
2014-11-04,subjective,positive,negative,up,down,up,down,up,up
2014-11-05,subjective,positive,negative,up,down,up,down,down,up
2014-11-06,subjective,negative,negative,up,up,down,up,up,up
2014-11-07,subjective,positive,negative,up,down,up,down,down,up
2014-11-10,subjective,negative,negative,up,down,up,down,up,down
2014-11-11,subjective,negative,negative,down,up,up,down,down,up
2014-11-12,subjective,positive,negative,up,up,up,down,down,down
2014-11-13,subjective,positive,negative,down,down,up,up,up,up
2014-11-14,subjective,positive,negative,up,down,down,down,down,up
2014-11-17,subjective,positive,negative,up,up,up,down,down,down
2014-11-18,subjective,negative,negative,down,down,down,down,down,up
2014-11-19,subjective,positive,negative,up,up,up,down,up,up
2014-11-20,subjective,positive,negative,up,up,up,down,up,up
2014-11-21,subjective,negative,negative,up,down,up,up,down,down
2014-11-24,subjective,positive,negative,down,up,up,down,down,up
2014-11-25,subjective,positive,negative,up,down,up,up,down,down
2014-11-26,subjective,positive,negative,down,up,down,down,down,up
2014-12-01,subjective,positive,negative,up,down,up,up,down,up
2014-12-02,subjective,positive,positive,up,up,up,up,up,down
2014-12-03,subjective,positive,negative,down,down,down,up,down,up
2014-12-04,subjective,negative,negative,up,up,up,down,down,down
2014-12-05,subjective,negative,negative,down,up,down,up,down,down
2014-12-08,subjective,negative,negative,down,up,up,down,up,down
2014-12-09,subjective,positive,negative,down,up,down,down,down,up
2014-12-10,subjective,negative,negative,up,down,up,down,down,down
2014-12-11,subjective,positive,negative,down,up,down,down,down,down
2014-12-12,subjective,positive,positive,down,down,down,down,down,down
2014-12-15,subjective,negative,negative,down,up,down,down,up,up
2014-12-16,subjective,positive,negative,up,up,up,up,up,up
2014-12-17,subjective,negative,negative,up,up,up,up,down,up
2014-12-18,subjective,negative,negative,up,up,up,up,up,up
2014-12-19,subjective,positive,negative,up,down,up,up,down,up
2014-12-22,subjective,positive,negative,up,down,down,down,up,up
2014-12-23,subjective,positive,negative,up,down,up,up,down,down
2014-12-29,subjective,positive,negative,down,down,down,down,up,down
2014-12-30,subjective,positive,negative,down,up,down,down,down,up
2014-12-31,subjective,positive,negative,up,down,down,up,down,down
2015-01-02,subjective,negative,negative,down,up,down,up,down,down
2015-01-05,subjective,positive,negative,down,down,down,down,down,up
2015-01-06,subjective,positive,negative,up,down,up,down,up,up
2015-01-07,subjective,positive,negative,up,up,up,up,up,down
2015-01-08,subjective,negative,negative,down,down,down,up,down,down
2015-01-09,subjective,positive,negative,down,down,down,down,down,down
2015-01-12,subjective,negative,negative,down,up,down,down,down,down
2015-01-13,subjective,positive,negative,down,up,down,down,up,down
2015-01-14,subjective,positive,negative,down,down,down,down,down,up
2015-01-15,subjective,positive,negative,up,up,up,down,up,up
2015-01-16,subjective,positive,negative,up,down,up,up,down,up
2015-01-20,subjective,positive,negative,up,down,up,up,up,up
2015-01-21,subjective,negative,negative,up,up,up,up,down,down
2015-01-22,subjective,negative,negative,down,down,up,up,down,down
2015-01-23,subjective,positive,negative,down,up,down,up,up,down
2015-01-27,subjective,positive,negative,down,down,down,up,down,up
2015-01-28,subjective,positive,negative,up,down,up,up,up,down
2015-01-29,subjective,positive,negative,down,up,down,up,up,up
2015-01-30,subjective,negative,negative,up,down,up,up,up,up
2015-02-02,subjective,negative,negative,up,up,up,up,up,up
2015-02-03,subjective,negative,negative,up,down,down,up,down,up
2015-02-04,subjective,negative,negative,up,down,up,up,up,down
2015-02-05,subjective,positive,negative,down,up,down,up,up,down
2015-02-06,subjective,positive,negative,down,down,down,down,up,up
2015-02-09,subjective,negative,negative,up,up,up,down,down,down
2015-02-10,subjective,positive,negative,down,down,up,down,down,up
2015-02-11,subjective,negative,negative,up,up,up,down,up,up
2015-02-12,subjective,positive,negative,up,down,up,up,up,up
2015-02-13,objective,negative,negative,up,up,up,down,up,down
2015-02-17,subjective,negative,negative,down,down,up,up,down,down
2015-02-18,subjective,negative,negative,down,up,up,down,down,up
2015-02-19,subjective,positive,negative,up,up,up,down,down,down
2015-02-20,subjective,positive,negative,down,down,up,up,down,up
2015-02-23,subjective,positive,negative,up,down,up,up,down,up
2015-02-24,subjective,positive,negative,up,up,down,up,up,down
2015-02-25,subjective,positive,negative,down,up,up,down,down,down
2015-02-26,subjective,negative,negative,down,up,down,up,up,up
2015-02-27,subjective,positive,negative,up,down,up,up,down,down
2015-03-02,subjective,positive,negative,down,down,down,down,up,down
2015-03-03,subjective,positive,negative,down,down,down,down,up,up
2015-03-04,subjective,positive,negative,up,down,up,up,down,down
2015-03-05,subjective,positive,negative,down,up,down,down,down,up
2015-03-06,subjective,positive,negative,up,down,up,down,up,down
2015-03-09,subjective,negative,negative,down,up,down,up,down,down
2015-03-10,subjective,positive,negative,down,down,down,down,down,up
2015-03-11,subjective,positive,negative,up,up,up,up,down,down
2015-03-12,subjective,positive,negative,down,up,down,down,down,up
2015-03-13,subjective,positive,negative,up,down,up,down,down,down
2015-03-16,subjective,positive,negative,down,down,up,up,down,up
2015-03-17,subjective,positive,positive,up,up,up,up,up,down
2015-03-18,subjective,positive,negative,down,down,up,up,down,up
2015-03-19,subjective,positive,positive,up,up,up,up,up,down
2015-03-20,subjective,positive,negative,down,down,down,down,up,down
2015-03-23,subjective,negative,negative,down,down,down,up,up,down
2015-03-24,subjective,positive,negative,down,up,down,up,up,down
2015-03-25,subjective,positive,negative,down,up,down,down,up,up
2015-03-26,subjective,positive,negative,up,down,up,up,down,up
2015-03-27,subjective,positive,negative,up,up,up,down,down,down
2015-03-30,subjective,negative,negative,down,up,down,up,down,down
2015-03-31,subjective,positive,negative,down,down,down,down,up,up
2015-04-01,subjective,positive,negative,up,down,up,up,down,up
2015-04-02,subjective,positive,negative,up,down,up,up,up,up
2015-04-07,subjective,negative,negative,up,up,up,up,down,up
2015-04-08,subjective,positive,negative,up,up,up,down,up,up
2015-04-09,subjective,positive,negative,up,up,up,up,up,down
2015-04-10,subjective,positive,negative,down,up,down,down,up,up
2015-04-13,subjective,positive,negative,up,down,down,down,up,up
2015-04-14,subjective,positive,negative,up,up,up,down,up,down
2015-04-15,subjective,negative,negative,down,down,down,up,up,down
2015-04-16,subjective,negative,negative,down,up,down,down,down,up
2015-04-17,subjective,positive,negative,up,down,up,down,up,down
2015-04-20,subjective,positive,negative,down,down,up,up,down,up
2015-04-21,subjective,positive,negative,up,down,up,down,up,up
2015-04-22,subjective,positive,negative,up,up,up,up,up,up
2015-04-23,subjective,positive,negative,up,up,up,up,down,down
2015-04-24,subjective,positive,negative,down,up,down,up,down,up
2015-04-27,objective,negative,negative,up,up,down,down,up,down
2015-04-28,subjective,positive,negative,down,down,down,down,up,down
2015-04-29,subjective,positive,negative,down,up,down,down,up,up
2015-04-30,subjective,positive,negative,up,down,up,up,down,up
2015-05-01,subjective,negative,negative,up,down,up,up,down,down
2015-05-04,subjective,negative,negative,down,up,down,down,up,down
2015-05-05,subjective,positive,negative,down,up,down,down,up,up
2015-05-06,subjective,positive,negative,up,down,up,down,down,up
2015-05-07,subjective,positive,negative,up,up,up,down,up,down
2015-05-08,subjective,positive,negative,down,down,down,down,down,down
2015-05-11,subjective,positive,negative,down,up,down,up,up,down
2015-05-12,subjective,positive,negative,down,down,up,up,down,up
2015-05-13,subjective,positive,negative,up,up,up,down,down,up
2015-05-14,subjective,positive,negative,up,up,up,up,down,up
2015-05-15,subjective,positive,negative,up,down,up,down,down,up
2015-05-18,subjective,negative,negative,up,up,down,down,down,down
2015-05-19,subjective,negative,negative,down,down,up,down,up,up
2015-05-20,subjective,negative,negative,up,up,up,up,up,down
2015-05-21,subjective,positive,negative,down,down,down,up,down,down
2015-05-22,subjective,positive,negative,down,up,down,up,down,up
2015-05-26,subjective,positive,negative,up,down,up,down,down,down
2015-05-27,subjective,positive,negative,down,down,down,down,up,down
2015-05-28,subjective,positive,negative,down,up,down,up,up,up
2015-05-29,subjective,positive,negative,up,down,up,down,down,down
2015-06-01,subjective,negative,negative,down,down,down,down,up,up
2015-06-02,subjective,positive,negative,up,down,up,down,down,down
2015-06-03,subjective,positive,negative,down,up,down,down,down,down
2015-06-04,subjective,positive,negative,down,down,down,down,up,down
2015-06-05,subjective,positive,negative,down,up,down,down,up,up
2015-06-09,subjective,positive,negative,up,up,up,up,up,up
2015-06-10,subjective,positive,negative,up,down,up,up,down,down
2015-06-11,subjective,positive,negative,down,down,down,down,down,down
2015-06-12,subjective,negative,negative,down,up,down,down,down,up
2015-06-15,subjective,positive,negative,up,down,up,down,up,up
2015-06-16,subjective,positive,negative,up,up,up,up,down,up
2015-06-17,subjective,positive,negative,up,up,up,down,up,down
2015-06-18,subjective,positive,negative,down,up,down,up,down,up
2015-06-19,subjective,positive,negative,up,down,up,up,up,up
2015-06-22,subjective,positive,negative,up,down,up,up,up,down
2015-06-23,objective,positive,negative,down,up,down,up,down,down
2015-06-24,subjective,positive,negative,down,down,down,down,down,up
2015-06-25,objective,positive,negative,up,up,down,down,down,down
2015-06-26,subjective,positive,negative,down,down,down,down,down,up
2015-06-29,subjective,positive,negative,up,up,up,up,up,up
2015-06-30,subjective,positive,negative,up,down,up,up,down,down
2015-07-01,subjective,positive,negative,down,down,up,up,down,down
2015-07-02,subjective,positive,negative,down,up,down,down,down,up
2015-07-06,subjective,negative,negative,up,up,up,up,down,down
2015-07-07,subjective,positive,negative,down,down,down,down,down,up
2015-07-08,subjective,positive,negative,up,up,down,up,up,up
2015-07-09,subjective,positive,negative,up,down,up,up,down,up
2015-07-10,subjective,positive,negative,up,up,up,down,down,up
2015-07-13,subjective,positive,negative,up,down,up,up,up,down
2015-07-14,subjective,positive,negative,down,up,up,up,down,up
2015-07-15,subjective,positive,negative,up,up,up,up,down,down
2015-07-16,subjective,positive,negative,down,up,up,up,down,up
2015-07-17,subjective,positive,negative,up,down,up,up,down,down
2015-07-20,subjective,positive,negative,down,up,down,up,up,down
2015-07-21,subjective,positive,negative,down,up,down,down,down,down
2015-07-22,subjective,positive,negative,down,down,down,down,down,down
2015-07-23,subjective,negative,negative,down,up,down,down,down,down
2015-07-24,subjective,positive,negative,down,up,down,up,down,up
2015-07-27,subjective,negative,negative,up,down,up,down,up,up
2015-07-28,subjective,positive,negative,up,down,up,up,up,down
2015-07-29,subjective,positive,negative,down,down,up,up,down,down
2015-07-30,subjective,negative,negative,down,up,down,up,down,down
2015-07-31,subjective,positive,negative,down,down,down,down,down,down
2015-08-03,subjective,negative,negative,down,up,down,up,up,down
2015-08-04,subjective,positive,negative,down,up,up,down,down,down
2015-08-05,subjective,positive,negative,down,down,down,down,down,down
2015-08-06,subjective,negative,negative,down,down,down,down,down,up
2015-08-07,subjective,positive,negative,up,up,up,up,up,down
2015-08-10,subjective,negative,negative,down,up,down,down,down,down
2015-08-11,subjective,positive,negative,down,up,up,down,up,up
2015-08-12,subjective,positive,negative,up,down,down,up,down,up
2015-08-13,subjective,positive,negative,up,down,up,down,up,up
2015-08-14,subjective,negative,negative,up,down,up,up,down,down
2015-08-17,subjective,negative,negative,down,up,down,down,up,down
2015-08-18,subjective,positive,negative,down,up,down,up,down,down
2015-08-19,subjective,positive,negative,down,up,down,down,up,down
2015-08-20,subjective,positive,negative,down,up,down,down,down,down
2015-08-21,subjective,positive,negative,down,up,down,down,down,down
2015-08-24,subjective,positive,negative,down,down,down,up,up,up
2015-08-25,subjective,positive,negative,up,down,up,up,down,up
2015-08-26,subjective,positive,negative,up,down,up,up,up,down
2015-08-27,subjective,positive,negative,down,down,down,up,up,down
2015-08-28,subjective,positive,negative,down,up,down,down,up,down
2015-08-31,subjective,positive,negative,down,up,down,down,down,up
2015-09-01,subjective,positive,negative,up,down,up,up,up,up
2015-09-02,subjective,negative,negative,up,down,down,down,up,down
2015-09-03,subjective,positive,negative,down,up,down,up,down,up
2015-09-04,subjective,positive,negative,up,down,up,up,down,down
2015-09-08,subjective,positive,negative,down,down,down,up,down,up
2015-09-09,subjective,positive,negative,up,up,up,down,up,up
2015-09-10,subjective,positive,negative,up,down,up,down,down,down
2015-09-11,subjective,positive,negative,down,down,down,up,down,up
2015-09-14,subjective,positive,negative,up,up,up,down,up,up
2015-09-15,subjective,positive,negative,up,up,up,up,up,down
2015-09-16,subjective,positive,negative,down,up,up,up,down,down
2015-09-17,subjective,positive,negative,down,up,down,up,down,up
2015-09-18,subjective,positive,negative,up,down,up,down,up,down
2015-09-21,subjective,positive,negative,down,up,down,up,down,down
2015-09-22,subjective,positive,negative,down,down,up,down,down,down
2015-09-23,subjective,positive,negative,down,up,down,up,up,up
2015-09-24,subjective,positive,negative,up,up,down,down,up,down
2015-09-25,subjective,positive,negative,down,up,down,up,down,up
2015-09-28,objective,positive,negative,up,down,down,down,up,up
2015-09-29,subjective,positive,negative,up,up,up,up,down,down
2015-09-30,subjective,positive,negative,down,down,up,up,down,up
2015-10-01,subjective,positive,negative,up,up,up,down,up,up
2015-10-02,subjective,positive,negative,up,down,up,up,up,up
2015-10-05,subjective,positive,negative,up,down,down,up,up,up
2015-10-06,subjective,positive,negative,up,down,up,up,down,up
2015-10-07,subjective,positive,negative,up,down,up,up,up,up
2015-10-08,subjective,negative,negative,up,up,up,up,up,up
2015-10-09,subjective,positive,negative,up,down,up,down,down,down
2015-10-12,subjective,positive,negative,down,up,down,down,down,down
2015-10-13,subjective,positive,negative,down,up,down,down,down,up
2015-10-14,subjective,negative,negative,up,up,up,up,down,up
2015-10-15,subjective,positive,negative,up,up,up,up,up,up
2015-10-16,subjective,positive,negative,up,down,up,up,down,down
2015-10-19,subjective,positive,negative,down,down,down,down,down,down
2015-10-20,subjective,positive,negative,down,up,down,up,down,up
2015-10-21,subjective,positive,negative,up,up,up,up,up,up
2015-10-22,subjective,positive,negative,up,up,up,up,down,down
2015-10-23,subjective,negative,negative,down,down,up,down,down,down
2015-10-26,subjective,negative,negative,down,down,up,down,down,up
2015-10-27,subjective,positive,negative,up,up,up,down,up,down
2015-10-28,subjective,negative,negative,down,down,down,down,up,down
2015-10-29,subjective,positive,negative,down,up,down,down,up,up
2015-10-30,subjective,positive,negative,up,down,up,down,down,up
2015-11-02,subjective,negative,negative,up,down,up,up,up,down
2015-11-03,subjective,positive,negative,down,up,up,up,down,down
2015-11-04,subjective,positive,negative,down,down,down,down,down,up
2015-11-05,subjective,positive,negative,up,up,up,up,down,down
2015-11-06,subjective,positive,negative,down,up,down,down,down,up
2015-11-09,subjective,negative,negative,up,down,down,down,up,down
2015-11-10,subjective,positive,negative,down,down,down,up,down,down
2015-11-11,subjective,negative,negative,down,up,down,up,down,down
2015-11-12,subjective,negative,negative,down,up,down,down,down,up
2015-11-13,subjective,positive,negative,up,up,up,down,up,up
2015-11-16,subjective,negative,negative,up,up,up,up,down,up
2015-11-17,subjective,negative,negative,up,down,up,up,up,down
2015-11-18,subjective,positive,negative,down,up,up,up,down,up
2015-11-19,subjective,positive,negative,up,up,up,up,down,down
2015-11-20,subjective,positive,negative,down,down,down,up,up,up
2015-11-23,subjective,positive,negative,up,down,down,down,up,up
2015-11-24,subjective,positive,negative,up,down,up,down,up,up
2015-11-25,subjective,negative,negative,up,up,up,up,down,down
2015-11-27,subjective,positive,negative,down,up,down,down,down,up
2015-11-30,subjective,positive,negative,up,down,up,up,up,down
2015-12-01,subjective,positive,negative,down,down,down,down,down,down
2015-12-02,subjective,positive,negative,down,up,down,down,up,up
2015-12-03,subjective,positive,negative,up,up,up,down,down,down
2015-12-04,subjective,positive,negative,down,down,down,up,down,down
2015-12-07,subjective,positive,negative,down,up,up,down,down,down
2015-12-08,subjective,positive,negative,down,up,down,down,down,up
2015-12-09,subjective,positive,negative,up,down,up,down,down,down
2015-12-10,subjective,negative,negative,down,up,down,down,down,up
2015-12-11,subjective,negative,negative,up,up,up,down,up,up
2015-12-14,subjective,negative,negative,up,down,up,down,up,up
2015-12-15,subjective,positive,negative,up,up,up,up,down,down
2015-12-16,subjective,positive,negative,down,down,down,up,down,down
2015-12-17,subjective,positive,negative,down,up,down,up,down,up
2015-12-18,subjective,positive,negative,up,down,up,up,up,up
2015-12-21,subjective,positive,negative,up,down,up,up,up,up
2015-12-22,subjective,positive,negative,up,up,up,up,up,down
2015-12-23,subjective,positive,negative,down,down,down,up,up,up
2015-12-24,subjective,positive,negative,up,up,up,up,down,down
2015-12-29,subjective,positive,negative,down,down,down,up,down,down
2015-12-30,subjective,negative,negative,down,up,down,down,up,down
2015-12-31,subjective,positive,negative,down,up,down,down,down,up
